meal_name,cuisine_id,category_id,image_url
Key Lime Pie,1,4,https://www.themealdb.com/images/media/meals/qpqtuu1511386216.jpg
Krispy Kreme Donut,1,4,https://www.themealdb.com/images/media/meals/4i5cnx1587672171.jpg
New York cheesecake,1,4,https://www.themealdb.com/images/media/meals/swttys1511385853.jpg
Pancakes,1,4,https://www.themealdb.com/images/media/meals/rwuyqx1511383174.jpg
Pumpkin Pie,1,4,https://www.themealdb.com/images/media/meals/usuqtp1511385394.jpg
Peanut Butter Cheesecake,1,4,https://www.themealdb.com/images/media/meals/qtuuys1511387068.jpg
Peach & Blueberry Grunt,1,4,https://www.themealdb.com/images/media/meals/ssxvup1511387476.jpg
Peanut Butter Cookies,1,4,https://www.themealdb.com/images/media/meals/1544384070.jpg
Rocky Road Fudge,1,4,https://www.themealdb.com/images/media/meals/vtxyxv1483567157.jpg
Salted Caramel Cheescake,1,4,https://www.themealdb.com/images/media/meals/xqrwyr1511133646.jpg
Chicken Fajita Mac and Cheese,1,3,https://www.themealdb.com/images/media/meals/qrqywr1503066605.jpg
Chick-Fil-A Sandwich,1,3,https://www.themealdb.com/images/media/meals/sbx7n71587673021.jpg
French Onion Chicken with Roasted Carrots & Mashed Potatoes,1,3,https://www.themealdb.com/images/media/meals/b5ft861583188991.jpg
Honey Balsamic Chicken with Crispy Broccoli & Potatoes,1,3,https://www.themealdb.com/images/media/meals/kvbotn1581012881.jpg
Kentucky Fried Chicken,1,3,https://www.themealdb.com/images/media/meals/xqusqy1487348868.jpg
Beef Brisket Pot Roast,1,1,https://www.themealdb.com/images/media/meals/ursuup1487348423.jpg
Big Mac,1,1,https://www.themealdb.com/images/media/meals/urzj1d1587670726.jpg
Soy-Glazed Meatloaves with Wasabi Mashed Potatoes & Roasted Carrots,1,1,https://www.themealdb.com/images/media/meals/o2wb6p1581005243.jpg
"Roasted Eggplant With Tahini, Pine Nuts, and Lentils",1,14,https://www.themealdb.com/images/media/meals/ysqrus1487425681.jpg
"Stovetop Eggplant With Harissa, Chickpeas, and Cumin Yogurt",1,14,https://www.themealdb.com/images/media/meals/yqwtvu1487426027.jpg
Clam chowder,1,12,https://www.themealdb.com/images/media/meals/rvtvuw1511190488.jpg
Fruit and Cream Cheese Breakfast Pastries,1,2,https://www.themealdb.com/images/media/meals/1543774956.jpg
Salmon Eggs Eggs Benedict,1,2,https://www.themealdb.com/images/media/meals/1550440197.jpg
BBQ Pork Sloppy Joes,1,9,https://www.themealdb.com/images/media/meals/atd5sh1583188467.jpg
Skillet Apple Pork Chops with Roasted Sweet Potatoes & Zucchini,1,9,https://www.themealdb.com/images/media/meals/h3ijwo1581013377.jpg
Grilled Mac and Cheese Sandwich,1,8,https://www.themealdb.com/images/media/meals/xutquv1505330523.jpg
Lasagna Sandwiches,1,8,https://www.themealdb.com/images/media/meals/xr0n4r1576788363.jpg
Vegan Chocolate Cake,1,13,https://www.themealdb.com/images/media/meals/qxutws1486978099.jpg
BeaverTails,3,4,https://www.themealdb.com/images/media/meals/ryppsv1511815505.jpg
Canadian Butter Tarts,3,4,https://www.themealdb.com/images/media/meals/wpputp1511812960.jpg
Nanaimo Bars,3,4,https://www.themealdb.com/images/media/meals/vwuprt1511813703.jpg
Pouding chomeur,3,4,https://www.themealdb.com/images/media/meals/yqqqwu1511816912.jpg
Sugar Pie,3,4,https://www.themealdb.com/images/media/meals/yrstur1511816601.jpg
Timbits,3,4,https://www.themealdb.com/images/media/meals/txsupu1511815755.jpg
Rappie Pie,3,3,https://www.themealdb.com/images/media/meals/ruwpww1511817242.jpg
Montreal Smoked Meat,3,1,https://www.themealdb.com/images/media/meals/uttupv1511815050.jpg
Pate Chinois,3,1,https://www.themealdb.com/images/media/meals/yyrrxr1511816289.jpg
Poutine,3,7,https://www.themealdb.com/images/media/meals/uuyrrx1487327597.jpg
Split Pea Soup,3,11,https://www.themealdb.com/images/media/meals/xxtsvx1511814083.jpg
Breakfast Potatoes,3,2,https://www.themealdb.com/images/media/meals/1550441882.jpg
Tourtiere,3,9,https://www.themealdb.com/images/media/meals/ytpstt1511814614.jpg
Budino Di Ricotta,12,4,https://www.themealdb.com/images/media/meals/1549542877.jpg
Chicken Alfredo Primavera,12,3,https://www.themealdb.com/images/media/meals/syqypv1486981727.jpg
Spaghetti Bolognese,12,1,https://www.themealdb.com/images/media/meals/sutysw1468247559.jpg
Ribollita,12,14,https://www.themealdb.com/images/media/meals/xrrwpx1487347049.jpg
Spicy Arrabiata Penne,12,14,https://www.themealdb.com/images/media/meals/ustsqw1468250014.jpg
Spinach & Ricotta Cannelloni,12,14,https://www.themealdb.com/images/media/meals/wspuvp1511303478.jpg
Squash linguine,12,14,https://www.themealdb.com/images/media/meals/wxswxy1511452625.jpg
Osso Buco alla Milanese,12,7,https://www.themealdb.com/images/media/meals/wwuqvt1487345467.jpg
Pizza Express Margherita,12,7,https://www.themealdb.com/images/media/meals/x0lk931587671540.jpg
Mediterranean Pasta Salad,12,10,https://www.themealdb.com/images/media/meals/wvqpwt1468339226.jpg
Salmon Prawn Risotto,12,10,https://www.themealdb.com/images/media/meals/xxrxux1503070723.jpg
Chilli prawn linguine,12,8,https://www.themealdb.com/images/media/meals/usywpp1511189717.jpg
Fettucine alfredo,12,8,https://www.themealdb.com/images/media/meals/uquqtu1511178042.jpg
Lasagne,12,8,https://www.themealdb.com/images/media/meals/wtsvxx1511296896.jpg
Pilchard puttanesca,12,8,https://www.themealdb.com/images/media/meals/vvtvtr1511180578.jpg
Spaghetti alla Carbonara,12,8,https://www.themealdb.com/images/media/meals/llcbn01574260722.jpg
Venetian Duck Ragu,12,8,https://www.themealdb.com/images/media/meals/qvrwpt1511181864.jpg
Vegan Lasagna,12,13,https://www.themealdb.com/images/media/meals/rvxxuy1468312893.jpg
Chocolate Gateau,8,4,https://www.themealdb.com/images/media/meals/tqtywx1468317395.jpg
Chocolate Souffle,8,4,https://www.themealdb.com/images/media/meals/twspvx1511784937.jpg
Chinon Apple Tarts,8,4,https://www.themealdb.com/images/media/meals/qtqwwu1511792650.jpg
Pear Tarte Tatin,8,4,https://www.themealdb.com/images/media/meals/rxvxrr1511797671.jpg
Tarte Tatin,8,4,https://www.themealdb.com/images/media/meals/ryspuw1511786688.jpg
White chocolate creme brulee,8,4,https://www.themealdb.com/images/media/meals/uryqru1511798039.jpg
Coq au vin,8,3,https://www.themealdb.com/images/media/meals/qstyvs1505931190.jpg
Chicken Parmentier,8,3,https://www.themealdb.com/images/media/meals/uwvxpv1511557015.jpg
Chicken Marengo,8,3,https://www.themealdb.com/images/media/meals/qpxvuq1511798906.jpg
Chicken Basquaise,8,3,https://www.themealdb.com/images/media/meals/wruvqv1511880994.jpg
Beef Bourguignon,8,1,https://www.themealdb.com/images/media/meals/vtqxtu1511784197.jpg
Steak Diane,8,1,https://www.themealdb.com/images/media/meals/vussxq1511882648.jpg
Flamiche,8,14,https://www.themealdb.com/images/media/meals/wssvvs1511785879.jpg
Provençal Omelette Cake,8,14,https://www.themealdb.com/images/media/meals/qwtrtp1511799242.jpg
Ratatouille,8,14,https://www.themealdb.com/images/media/meals/wrpwuu1511786491.jpg
Summer Pistou,8,14,https://www.themealdb.com/images/media/meals/rqtxvr1511792990.jpg
Duck Confit,8,7,https://www.themealdb.com/images/media/meals/wvpvsu1511786158.jpg
French Lentils With Garlic and Thyme,8,7,https://www.themealdb.com/images/media/meals/vwwspt1487394060.jpg
French Omelette,8,7,https://www.themealdb.com/images/media/meals/yvpuuy1511797244.jpg
Three-cheese souffles,8,7,https://www.themealdb.com/images/media/meals/sxwquu1511793428.jpg
Brie wrapped in prosciutto & brioche,8,11,https://www.themealdb.com/images/media/meals/qqpwsy1511796276.jpg
Boulangère Potatoes,8,11,https://www.themealdb.com/images/media/meals/qywups1511796761.jpg
French Onion Soup,8,11,https://www.themealdb.com/images/media/meals/xvrrux1511783685.jpg
Fennel Dauphinoise,8,11,https://www.themealdb.com/images/media/meals/ytttsv1511798734.jpg
Prawn & Fennel Bisque,8,11,https://www.themealdb.com/images/media/meals/rtwwvv1511799504.jpg
Fish Stew with Rouille,8,10,https://www.themealdb.com/images/media/meals/vptqpw1511798500.jpg
Tuna Nicoise,8,10,https://www.themealdb.com/images/media/meals/yypwwq1511304979.jpg
Pork Cassoulet,8,9,https://www.themealdb.com/images/media/meals/wxuvuv1511299147.jpg
Cashew Ghoriba Biscuits,24,4,https://www.themealdb.com/images/media/meals/t3r3ka1560461972.jpg
Tunisian Orange Cake,24,4,https://www.themealdb.com/images/media/meals/y4jpgq1560459207.jpg
Kafteji,24,14,https://www.themealdb.com/images/media/meals/1bsv1q1560459826.jpg
Leblebi Soup,24,14,https://www.themealdb.com/images/media/meals/x2fw9e1560460636.jpg
Chakchouka ,24,7,https://www.themealdb.com/images/media/meals/gpz67p1560458984.jpg
Tuna and Egg Briks,24,10,https://www.themealdb.com/images/media/meals/2dsltq1560461468.jpg
Keleya Zaara,24,6,https://www.themealdb.com/images/media/meals/8x09hy1560460923.jpg
Tunisian Lamb Soup,24,6,https://www.themealdb.com/images/media/meals/t8mn9g1560460231.jpg
Honey Yogurt Cheesecake,9,4,https://www.themealdb.com/images/media/meals/y2irzl1585563479.jpg
Chicken Quinoa Greek Salad,9,3,https://www.themealdb.com/images/media/meals/k29viq1585565980.jpg
Moussaka,9,1,https://www.themealdb.com/images/media/meals/ctg8jd1585563097.jpg
Gigantes Plaki,9,14,https://www.themealdb.com/images/media/meals/b79r6f1585566277.jpg
Garides Saganaki,9,10,https://www.themealdb.com/images/media/meals/wuvryu1468232995.jpg
Lamb and Lemon Souvlaki,9,6,https://www.themealdb.com/images/media/meals/rjhf741585564676.jpg
Lamb Tzatziki Burgers,9,6,https://www.themealdb.com/images/media/meals/k420tj1585565244.jpg
Stuffed Lamb Tomatoes,9,6,https://www.themealdb.com/images/media/meals/u55lbp1585564013.jpg
Polskie Naleśniki (Polish Pancakes),19,4,https://www.themealdb.com/images/media/meals/58bkyo1593350017.jpg
Rogaliki (Polish Croissant Cookies),19,4,https://www.themealdb.com/images/media/meals/7mxnzz1593350801.jpg
Rosół (Polish Chicken Soup),19,3,https://www.themealdb.com/images/media/meals/lx1kkj1593349302.jpg
Gołąbki (cabbage roll),19,1,https://www.themealdb.com/images/media/meals/q8sp3j1593349686.jpg
Paszteciki (Polish Pasties),19,1,https://www.themealdb.com/images/media/meals/c9a3l31593261890.jpg
Pierogi (Polish Dumplings),19,11,https://www.themealdb.com/images/media/meals/45xxr21593348847.jpg
Sledz w Oleju (Polish Herrings),19,10,https://www.themealdb.com/images/media/meals/7ttta31593350374.jpg
Bigos (Hunters Stew),19,9,https://www.themealdb.com/images/media/meals/md8w601593348504.jpg
Portuguese custard tarts,20,4,https://www.themealdb.com/images/media/meals/vmz7gl1614350221.jpg
Piri-piri chicken and slaw,20,3,https://www.themealdb.com/images/media/meals/hglsbl1614346998.jpg
Portuguese prego with green piri-piri,20,1,https://www.themealdb.com/images/media/meals/ewcikl1614348364.jpg
Fish fofos,20,10,https://www.themealdb.com/images/media/meals/a15wsa1614349126.jpg
Grilled Portuguese sardines,20,10,https://www.themealdb.com/images/media/meals/lpd4wy1614347943.jpg
Portuguese fish stew (Caldeirada de peixe),20,10,https://www.themealdb.com/images/media/meals/do7zps1614349775.jpg
Spring onion and prawn empanadas,20,10,https://www.themealdb.com/images/media/meals/1c5oso1614347493.jpg
Portuguese barbecued pork (Febras assadas),20,9,https://www.themealdb.com/images/media/meals/cybyue1614349443.jpg
Walnut Roll Gužvara,5,4,https://www.themealdb.com/images/media/meals/u9l7k81628771647.jpg
Cevapi Sausages,5,1,https://www.themealdb.com/images/media/meals/vc08jn1628769553.jpg
Croatian lamb peka,5,1,https://www.themealdb.com/images/media/meals/pn59o51628769837.jpg
Croatian Bean Stew,5,1,https://www.themealdb.com/images/media/meals/tnwy8m1628770384.jpg
Traditional Croatian Goulash,5,1,https://www.themealdb.com/images/media/meals/n1hcou1628770088.jpg
Burek,5,11,https://www.themealdb.com/images/media/meals/tkxquw1628771028.jpg
Fresh sardines,5,11,https://www.themealdb.com/images/media/meals/nv5lf31628771380.jpg
Mushroom soup with buckwheat,5,11,https://www.themealdb.com/images/media/meals/1ngcbf1628770793.jpg
Brown Stew Chicken,13,3,https://www.themealdb.com/images/media/meals/sypxpx1515365095.jpg
Jerk chicken with rice & peas,13,3,https://www.themealdb.com/images/media/meals/tytyxu1515363282.jpg
Jamaican Beef Patties,13,1,https://www.themealdb.com/images/media/meals/wsqqsw1515364068.jpg
Oxtail with broad beans,13,1,https://www.themealdb.com/images/media/meals/1520083578.jpg
Red Peas Soup,13,1,https://www.themealdb.com/images/media/meals/sqpqtp1515365614.jpg
Callaloo Jamaican Style,13,7,https://www.themealdb.com/images/media/meals/ussyxw1515364536.jpg
Escovitch Fish,13,10,https://www.themealdb.com/images/media/meals/1520084413.jpg
Saltfish and Ackee,13,10,https://www.themealdb.com/images/media/meals/vytypy1511883765.jpg
Chicken Enchilada Casserole,17,3,https://www.themealdb.com/images/media/meals/qtuwxu1468233098.jpg
Crock Pot Chicken Baked Tacos,17,3,https://www.themealdb.com/images/media/meals/ypxvwv1505333929.jpg
Braised Beef Chilli,17,1,https://www.themealdb.com/images/media/meals/uuqvwu1504629254.jpg
Chickpea Fajitas,17,14,https://www.themealdb.com/images/media/meals/tvtxpq1511464705.jpg
Cajun spiced fish tacos,17,10,https://www.themealdb.com/images/media/meals/uvuyxu1503067369.jpg
Chicken Handi,10,3,https://www.themealdb.com/images/media/meals/wyxwsp1486979827.jpg
Nutty Chicken Curry,10,3,https://www.themealdb.com/images/media/meals/yxsurp1511304301.jpg
Tandoori chicken,10,3,https://www.themealdb.com/images/media/meals/qptpvt1487339892.jpg
Baingan Bharta,10,14,https://www.themealdb.com/images/media/meals/urtpqw1487341253.jpg
Dal fry,10,14,https://www.themealdb.com/images/media/meals/wuxrtu1483564410.jpg
Kidney Bean Curry,10,14,https://www.themealdb.com/images/media/meals/sywrsu1511463066.jpg
Matar Paneer,10,14,https://www.themealdb.com/images/media/meals/xxpqsy1511452222.jpg
Recheado Masala Fish,10,10,https://www.themealdb.com/images/media/meals/uwxusv1487344500.jpg
Smoked Haddock Kedgeree,10,2,https://www.themealdb.com/images/media/meals/1550441275.jpg
Lamb Biryani,10,6,https://www.themealdb.com/images/media/meals/xrttsx1487339558.jpg
Lamb Rogan josh,10,6,https://www.themealdb.com/images/media/meals/vvstvq1487342592.jpg
Chicken Karaage,14,3,https://www.themealdb.com/images/media/meals/tyywsw1505930373.jpg
Katsu Chicken curry,14,3,https://www.themealdb.com/images/media/meals/vwrpps1503068729.jpg
Teriyaki Chicken Casserole,14,3,https://www.themealdb.com/images/media/meals/wvpsxx1468256321.jpg
Yaki Udon,14,14,https://www.themealdb.com/images/media/meals/wrustq1511475474.jpg
Japanese gohan rice,14,11,https://www.themealdb.com/images/media/meals/kw92t41604181871.jpg
Honey Teriyaki Salmon,14,10,https://www.themealdb.com/images/media/meals/xxyupu1468262513.jpg
Japanese Katsudon,14,9,https://www.themealdb.com/images/media/meals/d8f6qx1604182128.jpg
Tonkatsu pork,14,9,https://www.themealdb.com/images/media/meals/lwsnkl1604181187.jpg
Chicken Couscous,18,3,https://www.themealdb.com/images/media/meals/qxytrx1511304021.jpg
Moroccan Carrot Soup,18,14,https://www.themealdb.com/images/media/meals/jcr46d1614763831.jpg
Spicy North African Potato Salad,18,14,https://www.themealdb.com/images/media/meals/urtwux1486983078.jpg
Tahini Lentils,18,14,https://www.themealdb.com/images/media/meals/vpxyqt1511464175.jpg
Lamb tomato and sweet spices,18,6,https://www.themealdb.com/images/media/meals/qtwtss1468572261.jpg
Lamb Tagine,18,6,https://www.themealdb.com/images/media/meals/yuwtuu1511295751.jpg
Rigatoni with fennel sausage sauce,18,6,https://www.themealdb.com/images/media/meals/qtqvys1468573168.jpg
Chicken Congee,4,3,https://www.themealdb.com/images/media/meals/1529446352.jpg
General Tso's Chicken,4,3,https://www.themealdb.com/images/media/meals/1529444113.jpg
Kung Pao Chicken,4,3,https://www.themealdb.com/images/media/meals/1525872624.jpg
Beef Lo Mein,4,1,https://www.themealdb.com/images/media/meals/1529444830.jpg
Ma Po Tofu,4,1,https://www.themealdb.com/images/media/meals/1525874812.jpg
Szechuan Beef,4,1,https://www.themealdb.com/images/media/meals/1529443236.jpg
Egg Drop Soup,4,14,https://www.themealdb.com/images/media/meals/1529446137.jpg
Kung Po Prawns,4,10,https://www.themealdb.com/images/media/meals/1525873040.jpg
Shrimp Chow Fun,4,10,https://www.themealdb.com/images/media/meals/1529445434.jpg
Hot and Sour Soup,4,9,https://www.themealdb.com/images/media/meals/1529445893.jpg
Sweet and Sour Pork,4,9,https://www.themealdb.com/images/media/meals/1529442316.jpg
Wontons,4,9,https://www.themealdb.com/images/media/meals/1525876468.jpg
Pad See Ew,23,3,https://www.themealdb.com/images/media/meals/uuuspp1468263334.jpg
Thai Green Curry,23,3,https://www.themealdb.com/images/media/meals/sstssx1487349585.jpg
Massaman Beef curry,23,1,https://www.themealdb.com/images/media/meals/tvttqv1504640475.jpg
Potato Gratin with Chicken,26,3,https://www.themealdb.com/images/media/meals/qwrtut1468418027.jpg
Chivito uruguayo,26,1,https://www.themealdb.com/images/media/meals/n7qnkb1630444129.jpg
Cream Cheese Tart,26,12,https://www.themealdb.com/images/media/meals/wurrux1468416624.jpg
Shawarma,7,3,https://www.themealdb.com/images/media/meals/kcv6hj1598733479.jpg
Egyptian Fatteh,7,1,https://www.themealdb.com/images/media/meals/rlwcc51598734603.jpg
Mulukhiyah,7,1,https://www.themealdb.com/images/media/meals/x372ug1598733932.jpg
Ful Medames,7,14,https://www.themealdb.com/images/media/meals/lvn2d51598732465.jpg
Koshari,7,14,https://www.themealdb.com/images/media/meals/4er7mj1598733193.jpg
Shakshuka,7,14,https://www.themealdb.com/images/media/meals/g373701551450225.jpg
Tamiya,7,14,https://www.themealdb.com/images/media/meals/n3xxd91598732796.jpg
Feteer Meshaltet,7,11,https://www.themealdb.com/images/media/meals/9f4z6v1598734293.jpg
Beef stroganoff,21,1,https://www.themealdb.com/images/media/meals/svprys1511176755.jpg
Bitterballen (Dutch meatballs),6,1,https://www.themealdb.com/images/media/meals/lhqev81565090111.jpg
Snert (Dutch Split Pea Soup),6,11,https://www.themealdb.com/images/media/meals/9ptx0a1565090843.jpg
Stamppot,6,9,https://www.themealdb.com/images/media/meals/hyarod1565090529.jpg
Kapsalon,6,6,https://www.themealdb.com/images/media/meals/sxysrt1468240488.jpg
"Beef Banh Mi Bowls with Sriracha Mayo, Carrot & Pickled Cucumber",27,1,https://www.themealdb.com/images/media/meals/z0ageb1583189517.jpg
Vietnamese Grilled Pork (bun-thit-nuong),27,9,https://www.themealdb.com/images/media/meals/qqwypw1504642429.jpg
Corned Beef and Cabbage,11,1,https://www.themealdb.com/images/media/meals/xb97a81583266727.jpg
Irish stew,11,1,https://www.themealdb.com/images/media/meals/sxxpst1468569714.jpg
Vegetable Shepherd’s Pie,11,1,https://www.themealdb.com/images/media/meals/w8umt11583268117.jpg
Mustard champ,11,11,https://www.themealdb.com/images/media/meals/o7p9581608589317.jpg
Boxty Breakfast,11,9,https://www.themealdb.com/images/media/meals/naqyel1608588563.jpg
Crispy Sausages and Greens,11,9,https://www.themealdb.com/images/media/meals/st1ifa1583267248.jpg
Coddled pork with cider,11,9,https://www.themealdb.com/images/media/meals/7vpsfp1608588991.jpg
Ham hock colcannon,11,9,https://www.themealdb.com/images/media/meals/n41ny81608588066.jpg
Spanish Tortilla,22,14,https://www.themealdb.com/images/media/meals/quuxsx1511476154.jpg
Seafood fideuà,22,10,https://www.themealdb.com/images/media/meals/wqqvyq1511179730.jpg
Roast fennel and aubergine paella,22,13,https://www.themealdb.com/images/media/meals/1520081754.jpg
Corba,25,11,https://www.themealdb.com/images/media/meals/58oia61564916529.jpg
Kumpir,25,11,https://www.themealdb.com/images/media/meals/mlchx21564916997.jpg
Home-made Mandazi,15,2,https://www.themealdb.com/images/media/meals/thazgm1555350962.jpg
Mbuzi Choma (Roasted Goat),15,5,https://www.themealdb.com/images/media/meals/cuio7s1555492979.jpg
